provinsi_id,kabupaten_id,kepadatan_penduduk,tingkat_pendidikan,tingkat_pengangguran,akses_air_bersih,akses_listrik,fasilitas_kesehatan,jalan_aspal,luas_sawah,pendapatan_perkapita,jenis_wilayah,kemiskinan
26,171,198.3651552774905,7.577991837027828,0.8747443058036198,68.03038880543933,89.25873637188438,11,44.24093192067646,4601.055881879517,1067339.1597511917,rural,1
34,273,162.31482618960106,10.864852401598593,1.4046860886581147,90.49002868744516,95.89544553902715,16,35.91740451077502,1717.2175908477468,801163.1513589523,rural,0
10,391,174.03812408652732,8.995142314712876,2.3141582410959085,44.657852183809396,91.10072199344835,14,53.312441225381825,2009.2384272910708,959175.5336070376,urban,0
14,327,57.013436077237785,3.414110330289093,3.146835025539664,99.54207910690222,92.47579198433648,18,44.186071692305546,10391.044470986444,5412102.049076064,rural,0
31,108,136.0802903060337,6.058936150671004,8.390211982618723,93.91190239743183,88.73587929709672,16,85.14323154392942,592.8721967294944,5164066.840406297,urban,0
15,162,805.6762933387707,10.9383393372219,1.326481292827316,80.86029727678368,82.14440748658429,15,36.70595124660449,17209.46214857697,2093011.336825422,rural,0
8,452,176.08309286768852,9.622356795482494,4.237213090436848,93.41797671746744,90.1789462395575,15,39.41612787720502,1202.859942369476,2398471.707130269,urban,0
14,206,45.14187938819586,12.87033893131071,6.560545423316235,82.45516789295424,88.07655859959146,19,71.59837903526066,1383.8165251685116,2541945.99425352,urban,0
23,16,37.05387998800306,12.706618985033243,6.163886846899343,85.04571425374891,91.89538044915552,21,31.612996364469183,2480.222439351214,447015.1706501838,rural,0
21,327,75.54263225354693,7.644387174633021,8.392800435936856,72.55859556414487,80.82618627172016,19,57.80507195069686,14787.089945822614,773014.237824569,urban,1
16,2,165.80214031194245,14.758094512673722,4.33712773799843,59.784181696277926,85.60255611201441,8,89.6434300726361,11313.89755272628,8164571.378202689,rural,0
18,10,889.2512381799595,8.561199174629778,3.0606972051515138,60.199527538061346,79.089289142058,13,36.641206877980935,6864.278767417864,4811192.381562545,urban,0
24,434,19.871112381288164,6.093328663977436,12.18020461772791,86.13136119201663,90.25162594780845,15,83.39372423828848,7915.754024516916,2910990.0269099213,rural,0
26,125,91.859531907363,6.915900335223556,2.9611607638974076,88.60551333617892,92.8258327518284,15,48.82982744756283,3687.537473321214,829206.5152234541,urban,0
25,81,184.2816012315224,2.8581872367764527,2.621357132936097,86.93319786294177,92.84507582629666,20,86.50481626189837,11768.478569148861,2802362.279287331,urban,0
29,485,9.482436979276704,12.517547520623204,2.4586827873216732,73.35481023110033,91.7008306594633,8,46.29799123242801,680.9429455328578,2280273.992048189,urban,0
15,150,42.5041864400288,12.48690497260966,2.379639300766998,82.80721272568356,86.59018211286595,15,48.41125627320567,3904.6342451277123,1880022.5407657565,urban,0
1,340,53.525982509634005,5.961231402966698,14.117954557285977,45.6495252396225,77.2769221894483,13,70.20195556562392,8616.330345518973,4654348.639342303,rural,0
25,129,44.97219631835234,7.930289279045235,15.6885303020032,80.74281006224925,99.86709271264282,16,70.77096053495988,4219.058106688225,1387261.7845180733,rural,0
7,438,197.91434132806535,8.739018860281444,9.117380247072768,91.79876142332523,71.21494259548535,13,61.28750253456279,8426.400227054035,2149473.4182654927,rural,0
9,501,116.6479688238804,6.099117369644715,7.411583922491123,53.499089697514826,79.52276765460853,11,62.24383831387345,914.1182699670269,1234000.37020651,urban,1
24,58,64.52616794493052,4.112244921822096,2.6258004715021563,76.98691292521082,70.39887484927225,18,82.93031192677925,196.6647745905734,2927687.9023914807,urban,0
1,198,282.0103972188825,7.974105990557721,3.5425577492169023,41.84373535415593,53.57194024009095,16,65.07671416752524,4089.811886524851,838115.7759783478,urban,1
8,211,1967.6831752561798,7.697301426351883,1.1459825427910657,88.57925714988345,98.59390075208165,9,82.14627509772099,5972.730526281976,1558495.9446744977,urban,0
24,45,1735.2118264693581,7.528971897528062,4.264246123291982,74.06485655746238,88.6012450735312,13,54.55205149788315,4058.133498592158,3192590.747326615,rural,0
11,97,8.296571373319315,9.056790156502412,1.555693458925774,76.00462603815146,95.96223190455767,12,51.08018130906008,2260.6849012332386,1291490.2913424992,urban,0
17,279,352.6966276788472,12.07379914631498,5.844530688486344,59.37910115548798,79.476910574396,16,55.80783399300032,6413.423967843198,1808098.2467072892,urban,0
8,410,113.63198956217002,7.742268200770685,2.8032375375655088,95.3883578261477,97.23318316929102,22,88.31725909404788,13313.301491635159,8943007.06313843,urban,0
33,461,187.30400917093652,8.926107496803407,6.211961484746747,84.3909857166985,90.25619637214831,12,77.15325117042,4218.909948697756,5975936.168040406,urban,0
5,391,81.66091164056773,10.31717630936234,2.415098570623555,86.14548496195195,71.07446425809023,17,89.93548922303141,933.7686629262083,3598316.8943904294,urban,0
28,44,177.0412833831928,9.885357316281873,0.9450046659283126,69.16201280414376,90.45848926310735,14,66.04817661925449,3683.4073753119496,2349977.9044880643,rural,0
7,27,186.25395540500688,6.963941188880395,2.0793530781592757,80.21999124225995,86.70891812652259,13,48.23114180095146,6945.098359030693,1884615.2936516085,urban,0
9,97,62.27576616334979,8.740942807785089,6.609739850183747,79.98221774350966,90.53890572953217,12,51.77276678906454,1101.3948798710076,967295.0446787607,urban,0
8,219,38.68487428404375,9.868849550422633,6.922713602294921,92.3158180980741,71.12869682396075,13,80.93965138976644,2930.1224646700775,877183.6977305021,rural,0
12,185,75.71349969655964,5.679121656223056,6.4293577605625245,80.53567479122331,78.9023432592067,6,56.85549252023462,5520.020556952842,1038302.6323084285,urban,1
34,69,210.90101426280737,11.65884752699127,5.788151257420374,83.51832388889942,95.63335646586731,20,72.25683674437153,410.7648156405748,2910918.0262527983,urban,0
33,130,364.48832199989175,12.078972263035277,5.219001041032655,90.83201556260055,72.72174872938369,18,49.65921767846994,1143.2711699019644,1717783.1960288726,urban,0
23,334,533.8011898627692,6.693049361388765,8.041809644105665,63.84121870248497,98.79082262172088,13,63.341993632070846,6391.879749489171,1544482.1060619333,urban,1
24,154,70.71904861520704,8.984175045870423,0.3752482575971343,91.01403161102785,86.44775228778971,18,63.805017322946036,1877.0837923080007,1707893.467352585,rural,0
22,79,227.18549694804761,10.10569564167758,13.683141692559488,42.68465282598224,96.67973969375822,11,85.47832565315396,489.69392512250755,570123.1169608337,urban,0
27,413,628.7626798247875,7.135964609178118,4.172176124467722,94.04254009850574,93.00330328624165,20,75.90236428265648,6835.434747178405,1232756.3879732725,urban,0
1,169,852.6868318284527,9.704034614220236,8.083616215449627,91.50083960909528,80.20808308032632,16,35.07429924574478,1169.5165425079504,1435187.807114971,urban,0
14,314,135.87708887152894,8.908139065730413,4.891864024741229,66.85729175612556,78.8533424643189,21,24.007786124808902,540.8015663335732,471725.87989439495,urban,1
3,32,106.54872716619913,4.8302045559029985,2.756338316366111,91.1234388911392,64.25483266462369,14,67.2072272478434,4894.981684657595,2773375.925699482,rural,0
1,287,197.6872725979698,9.647903289946395,3.9230285591323257,85.19764525953725,80.1923972046485,18,51.271298987043565,12050.562357029947,2718671.761367818,rural,0
5,43,26.454831066787584,5.749643959322411,1.9738707951593,80.29840290045894,89.13339917729013,19,57.110553322697676,3241.1743034432584,5380624.851578263,rural,0
26,1,111.00616423807386,10.848007129155118,2.2861893403528146,91.47209245870461,57.16111728104993,10,85.19577933462143,1265.8513171780432,1887880.8780965642,rural,0
14,270,453.44754585186,6.821972312165278,7.155787937321786,70.33465248021628,83.98711380731677,12,70.93262434541685,4359.729904457569,1310414.5214193882,urban,1
27,180,388.7438697221174,8.096786415847138,5.875519975634539,65.91965548239709,79.17636813505538,12,65.46642808011076,5045.74970212278,1095759.3145556173,urban,1
9,103,98.94840903587354,11.930697283616437,0.8331947598907361,64.21208667520094,89.49105520337748,14,54.04365853228808,13894.795690743744,3725804.5177514777,urban,0
15,10,205.73260705682924,9.740954116322113,2.3674544230635335,78.32393589269782,89.21419669431017,8,66.45876789456918,17252.65622544585,3627343.0315220845,rural,0
15,90,43.078519679274706,5.801315201063637,4.156353528525563,69.4605105486225,92.82911354065072,16,60.729698954252555,2099.392081305062,2695773.2355389427,rural,0
26,226,426.3404571784783,5.96270857300229,4.912683587879162,61.2470667631786,81.24648870659024,12,84.89209711329782,6656.817821621939,1563176.009493632,urban,1
13,126,132.06151619337567,7.0017430284406865,17.25653066742757,94.7244106874988,92.28292060288454,19,88.87377733531807,9867.36460647932,7675274.488595502,urban,0
32,209,98.10838358047509,9.486610208391665,5.756213699548811,72.61179922416,68.77101247722298,20,48.05163720190669,5072.440821750208,1789173.3801094189,rural,1
32,97,86.2641625456959,9.39574953733192,0.6959346253377139,97.49339888390091,80.13760132073567,16,72.16133272933062,9525.321155243035,1309453.048208887,urban,0
4,74,135.0519068399967,6.392244238342827,5.111072198624499,98.5923313425418,90.94518203184938,10,54.52886347342657,3691.0007582922167,3301624.5291439146,urban,0
30,191,75.80646146387673,5.581976285964102,1.5951840101499077,89.76563377444641,82.07076330088242,12,66.97895789408621,4573.87560243969,1344065.5257498021,urban,1
23,56,398.30361013437187,9.203958512714586,4.314349601573838,88.03351292602312,70.5003873582091,22,40.66890733689483,530.5242894713704,668671.0770515972,urban,0
15,32,82.02915049852533,8.045349835524595,18.30498677582468,60.28910417579644,92.87148567704648,9,14.701315563592237,2405.903704791129,11061473.22600612,urban,0
29,284,1618.8092774331028,13.893039718619344,3.3657262103786474,49.82330098741719,85.46575954640804,14,38.26522268348492,69.90321088266228,3701456.0661576893,rural,0
13,494,1336.5083125788512,8.591509141407697,9.404740781044438,35.121993107931296,89.30722922203019,20,78.08897034187552,6857.473590045887,2126012.6023471477,rural,0
32,187,38.965816634016186,13.035632069250687,5.067748806939136,53.23444849272691,99.72392103116667,10,80.9923265812887,2562.7598867882157,2225624.5172070777,rural,0
7,498,164.77096260144043,5.57404100473915,13.25838941937169,72.3740913458325,56.78130451892427,12,60.16664575926601,11454.953804392984,785054.7962964564,urban,1
22,442,55.92519912800082,4.566967651095732,7.506270321809803,92.97013904909419,86.1730948871077,17,50.2383979220595,547.4215579218054,2125356.1678074314,urban,0
28,130,90.9244239323058,5.699787168686163,10.254388952001712,89.9534141341567,82.83870179200707,15,64.57409224586745,111.01117313340733,1617989.3109501535,urban,1
2,292,2991.83204093396,11.472824453633667,6.551794020294601,42.450059268854154,78.9254206962981,15,55.2072206063432,2350.070572630994,1290708.6761019407,rural,1
6,114,93.56373616961883,12.890253974233834,3.3280465352509463,80.75240449470232,68.81909674238779,7,35.87226230268327,18157.178079451507,775955.6558817867,urban,0
28,199,254.764364104961,6.544551365118415,12.238010477664577,80.93879284601346,90.57327971910203,16,49.560138719397266,17583.264406035887,799595.41337692,rural,0
28,13,334.2809947783732,7.348584925601106,6.030932266568478,78.80211820560613,80.07071942217803,14,89.1569327465108,5691.841126824799,1970389.7938883693,rural,0
20,271,33.08420377972181,5.577547724468751,3.5097863667791795,74.42921608187866,83.86141330543995,20,50.86465123733353,1461.9983535421711,1894273.1505278107,urban,0
30,215,41.15546760418548,3.9709003822040323,2.757114837414452,94.35023345318518,89.66630833149672,14,41.92339084148859,3273.3730526511245,2296746.0541240764,rural,0
11,444,24.311912167547856,10.296029244441574,6.186302047907317,78.24861307616908,93.22532032458449,16,49.01414191507172,18593.241499271313,1286109.5761456194,urban,0
28,512,39.292902285942944,9.057550757405409,10.848561244070188,59.611648958645844,93.83737741017488,9,71.43752560666384,8011.720249305783,1100159.1784807672,rural,0
25,447,2.06463785060688,8.526219956684688,6.9612102625809555,81.61797953635991,92.25822103045752,15,85.92835892423793,5514.233688199755,3709356.961634236,urban,0
33,74,335.920189732542,4.999858657091551,3.731386408342895,81.8839355155265,81.7927930382176,18,59.01280379521037,13217.470776074666,2472521.1412869734,urban,0
1,101,3233.40409903745,12.59989170457165,6.771974037087868,91.44426296240536,81.38200420129475,14,84.50032025754956,5934.631765166164,3248676.942726287,urban,0
27,176,185.25460247830713,7.241608154876317,8.766969553837871,82.9625168948149,91.63973669579548,22,48.92589019694198,1751.2444129281694,6193216.785328152,rural,0
13,427,17.736004233141696,9.83406606204119,1.0941974933376428,87.55302506382282,77.06246185912748,10,49.75364119566828,4137.986327197977,1815643.6586347062,urban,0
3,117,56.5901773813866,4.863596486888189,1.6113124947941366,88.99124549530242,96.89883010445666,10,50.08847653115684,1556.1099689828786,775761.2394853174,urban,0
6,166,74.56600695103319,8.023687025949906,8.205091686025888,88.88436168923953,85.30551828573863,15,78.4661787282502,4184.650328515093,967237.0593503636,urban,0
8,41,32.253379684832574,9.22843614059646,1.5478498477172051,53.15519526057052,82.2234216590746,15,43.903446817807094,16326.217557327232,1068883.3594239536,urban,1
27,429,539.3010544671151,9.317688045133268,4.308469465858251,63.426621905347126,54.27695102715744,15,77.53188506832747,3527.5215548162246,1245002.4243045254,rural,1
9,344,500.3911369788017,8.886621358091563,5.461298590298528,89.63052319462781,83.46799964211549,22,77.57985675377748,3527.5492188842695,1598821.1004458915,rural,0
33,424,26.227862745881563,9.736306230121931,2.1145515546294114,92.93161399574456,89.5470750841636,23,67.3392373426313,1664.0642682718417,4212183.207770408,urban,0
24,366,440.37276730875186,5.673698859917597,4.446433901364506,65.32874729975904,92.19037016664662,20,57.489569251612025,1278.1481317409234,920749.4965069485,urban,1
15,120,1465.8916855412638,8.99343151359915,5.5212019420854315,81.08456258706191,54.32533057679522,20,23.0140841602604,580.6020982912344,1552846.4641420976,urban,0
32,229,2575.598743571916,8.784394208700693,11.178162856959833,57.544290035929244,86.26012819723107,11,58.17218846810699,5414.262672444566,2627557.2267132676,rural,0
32,130,10914.178847903879,9.079181710487653,10.39983827144755,88.30907200583485,96.60139945126495,14,57.45954430031255,4173.058100239768,2519764.5088708126,urban,0
24,352,38.35983796079615,8.680863043297954,6.167285472218849,78.45118262977266,98.53397706161007,27,59.7036804116168,3617.6446374812685,1867968.435869151,urban,0
12,318,10263.309597784615,5.316968065216506,3.065082263315075,55.57691965914685,77.14385044472365,18,47.39267607043105,13780.95672938509,3759968.891085893,rural,0
2,337,87.24239703074186,5.205500619727566,10.550221993147611,77.12286333400571,89.55910307124098,12,86.76802989675095,5134.347433853147,2687539.018709314,urban,0
3,273,61.02611070478648,2.9643295352886216,10.795934717133564,95.90841735927958,94.78915565229967,12,62.31135494430984,2234.0066561958433,19464336.991689824,urban,0
17,117,242.40468033386205,10.543836274613245,2.707507762448712,54.81280603435024,92.77042639996816,9,81.27664864247247,1486.3477182280683,553569.3051725414,urban,0
2,368,61.985965645206136,10.569143774337997,5.77836545309303,73.47772494497839,95.66764554408225,21,20.03671021757144,3235.9879463322095,2398918.0790233742,urban,0
2,94,270.03895084158216,10.6088757280553,3.5136656670788313,94.75490315336187,86.04851897441729,20,82.93521522831877,1950.909861636073,561584.2293611657,urban,0
28,168,20.488919306875182,9.26697490615363,6.323593680398497,83.43713051037453,91.46425606218463,13,69.7896083731543,2068.8950004215303,2975115.3380416287,rural,0
23,341,103.73827045922812,3.167201955704723,2.538465930833039,82.68343789120608,67.9798175513587,15,46.681578274534914,5869.308381811229,5287749.128445905,rural,0
32,152,1020.8320933866838,5.933223770536834,8.699580972836557,83.21370414968105,93.73779795067432,23,91.88760940899745,1714.7484674824018,2560128.4578583674,urban,0
33,274,136.23864121697702,8.92603854398278,6.352909241555372,79.41098940901838,89.78223506365468,16,89.43498933854323,77.63590929632818,10839011.624515796,urban,0
1,496,183.5328517552406,8.838795006979488,2.543277923347292,73.37786808790072,87.39727657359362,13,57.6664917070833,2163.7819975642274,856685.2416030711,rural,0
19,101,302.7441038930119,7.943129467119947,8.184026014766893,87.21916101706599,90.1395444941929,11,47.97550220205745,13446.393087463715,2559145.2878431086,rural,0
2,82,859.1920268516425,9.422293007270618,3.0443571881816913,66.49053176573744,94.26212161381841,11,74.72480758676156,5370.33742321214,2109762.582085247,urban,0
26,73,12.39338585751491,8.529129269213113,0.8576721385085471,62.41704642900575,78.22458614303686,23,58.152509773286035,3628.758719233062,2819015.5539514283,urban,0
32,14,356.6611166085462,8.801926163878404,2.078654377500865,91.98070488851742,80.7387652454872,16,67.64081940984441,2912.2567289513995,2558970.2705069594,rural,0
6,433,99.26482623560946,6.902336667919959,9.365155930835286,72.92282042199334,85.89350606150253,10,59.85242923665406,9360.616989836073,3694202.876812975,urban,0
32,157,190.55804436150297,10.955027465303976,14.29465016370738,89.75479581071528,77.65006856188103,15,41.45439714646123,660.0487923234831,699497.8959656977,urban,0
4,132,727.726473691258,7.42307097829904,14.528192638927225,72.65783128020796,85.73551019297811,13,83.03921008852681,1844.3030479291835,4731860.737411169,rural,0
11,338,24.74738985086506,5.173377292448434,3.2017165058944084,82.60165115541992,85.90872989859074,21,53.232892178209134,4188.913014327844,1329255.470312349,urban,0
17,404,32.493281270817015,6.5725024679531785,4.304944490674196,87.62988170150678,94.1548192966344,19,60.60388646660234,5477.905028703262,4048857.1741653862,rural,0
24,376,8.140528143709718,7.628834521595049,3.5702833769110374,67.07336915626064,70.31805781493841,19,55.5972737677673,1919.3862068464564,3948042.1975593814,rural,0
5,107,65.12194488082491,10.985006970922116,4.943099552850301,86.11607363303334,82.3954792014575,18,64.43299447457686,8182.178165885708,939925.6811970207,urban,0
34,265,1091.8715449634612,8.394330003913018,1.4908459724966563,87.96876632337714,71.1461126569641,9,39.6838641468589,1925.8132886447165,1449034.8079664854,urban,0
6,205,123.85595254178826,8.034629452585877,3.275374496546725,89.76665777001185,82.89166397193922,11,80.12202018113368,162.21828465122005,944259.7628249228,urban,0
22,79,19.881957387509132,5.378341438093432,5.79292934792575,85.9708496291473,90.69668840571558,20,76.0651030539987,3559.1287737122866,1323897.1969579714,rural,0
11,155,71.62770089376589,10.463706474573941,9.397588472214327,92.87383631116089,86.95554839869803,13,77.77634063838745,26632.112012210153,3657596.984898328,rural,0
16,247,15.930052901102624,6.870119614941536,6.166021944264857,48.548437194669695,93.50851935859998,16,84.92522467037358,2009.8842971883423,3715780.6922063073,urban,0
33,154,27.446011240671222,8.24993035264666,4.154634830174512,60.019499683450405,98.49935544427055,12,47.76580349706634,1897.572837235329,3807389.7206866965,urban,0
9,154,265.9287366069934,12.200457692204662,2.1273669832746984,42.05553507800642,88.84455470821852,17,77.87206308319033,3337.9603585600516,1688373.448286739,urban,0
6,92,25.513048075744372,9.771908327623262,9.782836605263903,56.608157960872795,49.00241234558606,13,86.53396273935672,987.490708291701,458315.3389890064,rural,1
16,433,787.5693716506463,4.429364880712064,1.2958261807070393,71.87260206699335,66.45599754316271,15,65.84687034888965,4604.597297775877,1972375.928306611,urban,0
29,338,133.39565526916834,4.07622440911882,1.5856045462966941,56.50668953141966,94.5422603755682,14,69.12132490676774,2734.779871327953,5821837.448511821,rural,0
3,480,168.74556634844495,8.339223874701885,7.595932647598241,71.89090498125262,86.60196818146832,15,53.052289674256116,2577.4877366902715,4771716.587417478,rural,0
20,131,97.75267347195154,5.468148462812987,8.342398081514254,94.33637847553396,88.35784127492133,10,74.51746109320896,6054.885375198229,1019090.2557349293,rural,0
19,450,473.08343004712157,10.121366869082495,0.34458916647801463,83.73420334131319,85.96918459264286,17,56.51119959749599,1029.4878964486604,6719493.313215313,rural,0
26,273,480.45800769913046,8.605657662412447,4.18279751295189,90.16613564495943,91.24897200044786,16,58.31508715433319,33076.965400677735,889029.198944396,rural,0
3,177,245.32442735709182,8.913461922559657,0.6997136074500991,97.11881937937636,82.55029070186684,10,54.88768530371635,3963.737104501652,2047807.1743286832,rural,0
19,49,346.2578258093103,6.733142045894118,4.3843828537099885,78.87082859841753,92.28659619750752,18,67.01145356504425,982.5757971443389,1017692.236428004,urban,1
20,355,107.97130475626652,12.853459138216763,3.6971577907352735,81.9233207754509,92.48090078737457,14,51.15310503042365,432.8121705606239,12942495.972113648,rural,0
32,308,334.72339706610677,15.606484320026148,12.331509815058613,91.25818526269643,90.03629093788264,11,45.51513888572915,7004.8585198703895,1932192.042606676,urban,0
7,46,89.40560149759604,7.803538190608213,6.831097073260677,60.54494269182715,79.74714711011055,13,58.00361664943444,1310.9893421929974,655936.8078275776,rural,1
33,302,148.9107946814047,9.382598121037502,6.990268612487181,90.75775451610316,73.15865817678315,16,28.7053002723075,6735.072699325036,5630566.753620838,rural,0
